ReservoirName,RecordTime,WaterStorageRate
仁義潭水庫,2013-06-30,94.34
白河水庫,2013-06-30,72.64
烏山頭水庫,2013-06-30,65.03
曾文水庫,2013-06-30,53.47
南化水庫,2013-06-30,81.4
阿公店水庫,2013-06-30,7.29
牡丹水庫,2013-06-30,57.7
石門水庫,2013-06-18,87.91
新山水庫,2013-06-18,82.68
翡翠水庫,2013-06-18,82.82
寶山第二水庫,2013-06-18,97.5
永和山水庫,2013-06-18,97.13
明德水庫,2013-06-18,95.38
鯉魚潭水庫,2013-06-18,100.0
德基水庫,2013-06-18,66.91
石岡壩,2013-06-18,22.28
霧社水庫,2013-06-18,41.52
日月潭水庫,2013-06-18,96.96
仁義潭水庫,2013-06-18,97.13
白河水庫,2013-06-18,86.1
烏山頭水庫,2013-06-18,75.18
曾文水庫,2013-06-18,51.09
南化水庫,2013-06-18,88.96
阿公店水庫,2013-06-18,7.06
牡丹水庫,2013-06-18,57.35
石門水庫,2013-08-03,90.97
新山水庫,2013-08-03,77.42
翡翠水庫,2013-08-03,72.38
寶山第二水庫,2013-08-03,82.78
永和山水庫,2013-08-03,92.23
明德水庫,2013-08-03,89.73
鯉魚潭水庫,2013-08-03,93.71
德基水庫,2013-08-03,80.89
石岡壩,2013-08-03,50.22
霧社水庫,2013-08-03,64.22
日月潭水庫,2013-08-03,96.34
仁義潭水庫,2013-08-03,98.9
白河水庫,2013-08-03,73.8
烏山頭水庫,2013-08-03,47.08
曾文水庫,2013-08-03,87.12
南化水庫,2013-08-03,87.57
阿公店水庫,2013-08-03,3.27
牡丹水庫,2013-08-03,73.57
石門水庫,2013-08-17,86.97
新山水庫,2013-08-17,65.18
翡翠水庫,2013-08-17,66.41
寶山第二水庫,2013-08-17,80.13
永和山水庫,2013-08-17,92.88
明德水庫,2013-08-17,89.42
鯉魚潭水庫,2013-08-17,100.0
德基水庫,2013-08-17,77.87
石岡壩,2013-08-17,25.13
霧社水庫,2013-08-17,64.71
日月潭水庫,2013-08-17,97.15
仁義潭水庫,2013-08-17,98.98
白河水庫,2013-08-17,60.06
烏山頭水庫,2013-08-17,54.97
曾文水庫,2013-08-17,80.06
南化水庫,2013-08-17,85.64
阿公店水庫,2013-08-17,6.67
牡丹水庫,2013-08-17,74.0
石門水庫,2013-04-26,66.99
新山水庫,2013-04-26,82.11
翡翠水庫,2013-04-26,86.84
寶山第二水庫,2013-04-26,98.71
永和山水庫,2013-04-26,97.43
明德水庫,2013-04-26,99.53
鯉魚潭水庫,2013-04-26,95.51
德基水庫,2013-04-26,65.25
石岡壩,2013-04-26,66.77
霧社水庫,2013-04-26,44.76
日月潭水庫,2013-04-26,97.24
仁義潭水庫,2013-04-26,34.75
白河水庫,2013-04-26,22.57
烏山頭水庫,2013-04-26,38.19
曾文水庫,2013-04-26,17.01
南化水庫,2013-04-26,53.68
牡丹水庫,2013-04-26,39.22
石門水庫,2013-04-27,68.02
新山水庫,2013-04-27,82.02
翡翠水庫,2013-04-27,86.92
寶山第二水庫,2013-04-27,98.78
永和山水庫,2013-04-27,97.56
明德水庫,2013-04-27,97.66
鯉魚潭水庫,2013-04-27,97.48
德基水庫,2013-04-27,66.88
石岡壩,2013-04-27,74.48
霧社水庫,2013-04-27,44.18
日月潭水庫,2013-04-27,97.68
仁義潭水庫,2013-04-27,34.47
白河水庫,2013-04-27,22.72
烏山頭水庫,2013-04-27,37.65
曾文水庫,2013-04-27,17.27
南化水庫,2013-04-27,53.99
阿公店水庫,2013-04-27,45.09
牡丹水庫,2013-04-27,38.95
石門水庫,2013-08-16,86.62
新山水庫,2013-08-16,66.02
翡翠水庫,2013-08-16,66.77
寶山第二水庫,2013-08-16,80.54
永和山水庫,2013-08-16,92.82
明德水庫,2013-08-16,89.42
鯉魚潭水庫,2013-08-16,100.0
德基水庫,2013-08-16,78.1
石岡壩,2013-08-16,44.37
霧社水庫,2013-08-16,64.07
日月潭水庫,2013-08-16,97.76
仁義潭水庫,2013-08-16,98.98
白河水庫,2013-08-16,57.74
烏山頭水庫,2013-08-16,52.87
曾文水庫,2013-08-16,80.64
南化水庫,2013-08-16,85.11
阿公店水庫,2013-08-16,6.59
牡丹水庫,2013-08-16,75.35
石門水庫,2013-08-02,90.93
新山水庫,2013-08-02,77.95
翡翠水庫,2013-08-02,72.79
寶山第二水庫,2013-08-02,83.65
永和山水庫,2013-08-02,92.23
明德水庫,2013-08-02,90.36
鯉魚潭水庫,2013-08-02,92.45
德基水庫,2013-08-02,80.89
石岡壩,2013-08-02,36.67
霧社水庫,2013-08-02,64.71
日月潭水庫,2013-08-02,96.28
仁義潭水庫,2013-08-02,98.82
白河水庫,2013-08-02,74.53
烏山頭水庫,2013-08-02,48.38
曾文水庫,2013-08-02,87.54
南化水庫,2013-08-02,88.58
阿公店水庫,2013-08-02,3.64
牡丹水庫,2013-08-02,72.13
石門水庫,2013-06-19,87.71
新山水庫,2013-06-19,82.45
翡翠水庫,2013-06-19,82.51
寶山第二水庫,2013-06-19,97.53
永和山水庫,2013-06-19,96.88
明德水庫,2013-06-19,94.59
鯉魚潭水庫,2013-06-19,100.0
德基水庫,2013-06-19,66.95
石岡壩,2013-06-19,22.74
霧社水庫,2013-06-19,41.4
日月潭水庫,2013-06-19,97.21
仁義潭水庫,2013-06-19,97.04
白河水庫,2013-06-19,84.66
烏山頭水庫,2013-06-19,73.9
曾文水庫,2013-06-19,51.31
南化水庫,2013-06-19,88.48
阿公店水庫,2013-06-19,7.14
牡丹水庫,2013-06-19,57.39
石門水庫,2013-06-25,85.99
新山水庫,2013-06-25,82.45
翡翠水庫,2013-06-25,81.65
寶山第二水庫,2013-06-25,97.58
永和山水庫,2013-06-25,96.46
明德水庫,2013-06-25,98.12
鯉魚潭水庫,2013-06-25,100.0
德基水庫,2013-06-25,65.9
石岡壩,2013-06-25,29.59
霧社水庫,2013-06-25,33.84
日月潭水庫,2013-06-25,98.2
仁義潭水庫,2013-06-25,95.94
白河水庫,2013-06-25,76.99
烏山頭水庫,2013-06-25,71.2
曾文水庫,2013-06-25,52.1
南化水庫,2013-06-25,85.07
阿公店水庫,2013-06-25,7.61
牡丹水庫,2013-06-25,58.34
石門水庫,2013-11-03,97.75
新山水庫,2013-11-03,81.95
翡翠水庫,2013-11-03,91.63
寶山第二水庫,2013-11-03,98.59
永和山水庫,2013-11-03,96.33
明德水庫,2013-11-03,83.91
鯉魚潭水庫,2013-11-03,94.21
德基水庫,2013-11-03,97.62
石岡壩,2013-11-03,26.65
霧社水庫,2013-11-03,98.69
日月潭水庫,2013-11-03,100.0
仁義潭水庫,2013-11-03,75.18
白河水庫,2013-11-03,35.02
烏山頭水庫,2013-11-03,66.71
曾文水庫,2013-11-03,78.41
南化水庫,2013-11-03,89.06
阿公店水庫,2013-11-03,47.78
牡丹水庫,2013-11-03,86.39
石門水庫,2013-11-17,91.55
新山水庫,2013-11-17,80.2
翡翠水庫,2013-11-17,93.25
寶山第二水庫,2013-11-17,97.63
永和山水庫,2013-11-17,91.57
明德水庫,2013-11-17,76.11
鯉魚潭水庫,2013-11-17,89.23
德基水庫,2013-11-17,97.73
石岡壩,2013-11-17,37.31
霧社水庫,2013-11-17,97.15
日月潭水庫,2013-11-17,99.3
仁義潭水庫,2013-11-17,68.75
白河水庫,2013-11-17,35.02
烏山頭水庫,2013-11-17,73.49
曾文水庫,2013-11-17,70.88
南化水庫,2013-11-17,82.21
阿公店水庫,2013-11-17,71.79
牡丹水庫,2013-11-17,85.96
石門水庫,2013-02-09,85.81
新山水庫,2013-02-09,82.07
翡翠水庫,2013-02-09,88.89
寶山第二水庫,2013-02-09,94.78
永和山水庫,2013-02-09,92.82
明德水庫,2013-02-09,95.08
鯉魚潭水庫,2013-02-09,85.31
德基水庫,2013-02-09,94.08
石岡壩,2013-02-09,57.2
霧社水庫,2013-02-09,64.89
日月潭水庫,2013-02-09,90.12
仁義潭水庫,2013-02-09,54.26
白河水庫,2013-02-09,21.42
烏山頭水庫,2013-02-09,89.65
曾文水庫,2013-02-09,37.92
南化水庫,2013-02-09,61.97
阿公店水庫,2013-02-09,74.42
牡丹水庫,2013-02-09,54.53
石門水庫,2013-02-21,75.31
新山水庫,2013-02-21,81.97
翡翠水庫,2013-02-21,88.48
寶山第二水庫,2013-02-21,89.46
永和山水庫,2013-02-21,88.18
明德水庫,2013-02-21,92.74
鯉魚潭水庫,2013-02-21,79.12
德基水庫,2013-02-21,89.25
石岡壩,2013-02-21,36.44
霧社水庫,2013-02-21,41.09
日月潭水庫,2013-02-21,92.55
仁義潭水庫,2013-02-21,48.77
白河水庫,2013-02-21,21.42
烏山頭水庫,2013-02-21,73.18
曾文水庫,2013-02-21,33.53
南化水庫,2013-02-21,57.03
阿公店水庫,2013-02-21,64.4
牡丹水庫,2013-02-21,54.72
石門水庫,2013-11-13,94.2
新山水庫,2013-11-13,82.36
翡翠水庫,2013-11-13,93.38
寶山第二水庫,2013-11-13,98.5
永和山水庫,2013-11-13,93.18
明德水庫,2013-11-13,78.08
鯉魚潭水庫,2013-11-13,90.49
德基水庫,2013-11-13,96.77
石岡壩,2013-11-13,33.89
霧社水庫,2013-11-13,97.95
日月潭水庫,2013-11-13,100.0
仁義潭水庫,2013-11-13,70.31
白河水庫,2013-11-13,35.02
烏山頭水庫,2013-11-13,68.73
曾文水庫,2013-11-13,74.39
南化水庫,2013-11-13,83.99
牡丹水庫,2013-11-13,85.35
石門水庫,2013-02-19,77.69
新山水庫,2013-02-19,82.07
翡翠水庫,2013-02-19,88.84
寶山第二水庫,2013-02-19,90.66
永和山水庫,2013-02-19,89.26
明德水庫,2013-02-19,93.21
鯉魚潭水庫,2013-02-19,80.17
德基水庫,2013-02-19,90.25
石岡壩,2013-02-19,35.92
霧社水庫,2013-02-19,46.99
日月潭水庫,2013-02-19,94.32
仁義潭水庫,2013-02-19,49.38
白河水庫,2013-02-19,21.42
烏山頭水庫,2013-02-19,80.24
曾文水庫,2013-02-19,34.07
南化水庫,2013-02-19,57.92
阿公店水庫,2013-02-19,65.58
牡丹水庫,2013-02-19,54.72
石門水庫,2013-11-07,97.16
新山水庫,2013-11-07,81.07
翡翠水庫,2013-11-07,92.64
寶山第二水庫,2013-11-07,99.05
永和山水庫,2013-11-07,95.29
明德水庫,2013-11-07,80.66
鯉魚潭水庫,2013-11-07,92.62
德基水庫,2013-11-07,97.62
石岡壩,2013-11-07,30.7
霧社水庫,2013-11-07,98.82
日月潭水庫,2013-11-07,100.0
仁義潭水庫,2013-11-07,73.28
白河水庫,2013-11-07,35.02
烏山頭水庫,2013-11-07,75.92
曾文水庫,2013-11-07,75.08
南化水庫,2013-11-07,86.85
阿公店水庫,2013-11-07,56.1
牡丹水庫,2013-11-07,84.97
石門水庫,2013-02-25,71.01
新山水庫,2013-02-25,81.74
翡翠水庫,2013-02-25,89.44
寶山第二水庫,2013-02-25,87.12
永和山水庫,2013-02-25,86.04
明德水庫,2013-02-25,89.69
鯉魚潭水庫,2013-02-25,77.24
德基水庫,2013-02-25,86.97
石岡壩,2013-02-25,31.26
霧社水庫,2013-02-25,28.58
日月潭水庫,2013-02-25,95.11
仁義潭水庫,2013-02-25,47.55
白河水庫,2013-02-25,21.42
烏山頭水庫,2013-02-25,81.01
曾文水庫,2013-02-25,29.65
南化水庫,2013-02-25,55.26
阿公店水庫,2013-02-25,62.07
牡丹水庫,2013-02-25,53.16
石門水庫,2013-06-09,91.01
新山水庫,2013-06-09,82.45
翡翠水庫,2013-06-09,85.24
寶山第二水庫,2013-06-09,97.48
永和山水庫,2013-06-09,96.82
明德水庫,2013-06-09,90.13
鯉魚潭水庫,2013-06-09,100.0
德基水庫,2013-06-09,76.78
石岡壩,2013-06-09,38.29
霧社水庫,2013-06-09,54.86
日月潭水庫,2013-06-09,95.23
仁義潭水庫,2013-06-09,93.41
白河水庫,2013-06-09,87.41
烏山頭水庫,2013-06-09,70.47
南化水庫,2013-06-09,93.77
阿公店水庫,2013-06-09,6.28
牡丹水庫,2013-06-09,50.35
石門水庫,2013-06-21,86.69
新山水庫,2013-06-21,82.36
翡翠水庫,2013-06-21,81.86
寶山第二水庫,2013-06-21,97.7
永和山水庫,2013-06-21,96.82
明德水庫,2013-06-21,97.18
鯉魚潭水庫,2013-06-21,100.0
德基水庫,2013-06-21,66.28
石岡壩,2013-06-21,31.55
霧社水庫,2013-06-21,39.44
日月潭水庫,2013-06-21,98.07
仁義潭水庫,2013-06-21,96.7
白河水庫,2013-06-21,81.76
烏山頭水庫,2013-06-21,71.4
曾文水庫,2013-06-21,51.65
南化水庫,2013-06-21,87.23
阿公店水庫,2013-06-21,6.98
牡丹水庫,2013-06-21,58.52
石門水庫,2013-08-06,89.81
新山水庫,2013-08-06,75.39
翡翠水庫,2013-08-06,71.19
寶山第二水庫,2013-08-06,80.3
永和山水庫,2013-08-06,91.93
明德水庫,2013-08-06,87.77
鯉魚潭水庫,2013-08-06,96.33
德基水庫,2013-08-06,80.65
石岡壩,2013-08-06,74.17
霧社水庫,2013-08-06,62.89
日月潭水庫,2013-08-06,96.4
仁義潭水庫,2013-08-06,98.98
白河水庫,2013-08-06,70.47
烏山頭水庫,2013-08-06,43.11
曾文水庫,2013-08-06,85.54
南化水庫,2013-08-06,85.11
阿公店水庫,2013-08-06,2.73
牡丹水庫,2013-08-06,74.7
石門水庫,2013-08-12,85.8
新山水庫,2013-08-12,69.38
翡翠水庫,2013-08-12,68.48
寶山第二水庫,2013-08-12,79.88
永和山水庫,2013-08-12,91.39
明德水庫,2013-08-12,84.09
鯉魚潭水庫,2013-08-12,99.51
德基水庫,2013-08-12,79.48
石岡壩,2013-08-12,30.14
霧社水庫,2013-08-12,63.87
日月潭水庫,2013-08-12,97.08
仁義潭水庫,2013-08-12,98.56
白河水庫,2013-08-12,66.13
烏山頭水庫,2013-08-12,49.8
曾文水庫,2013-08-12,82.41
南化水庫,2013-08-12,83.24
阿公店水庫,2013-08-12,6.36
牡丹水庫,2013-08-12,74.05
石門水庫,2013-04-23,65.42
新山水庫,2013-04-23,82.39
翡翠水庫,2013-04-23,87.07
寶山第二水庫,2013-04-23,98.93
永和山水庫,2013-04-23,96.09
明德水庫,2013-04-23,98.71
鯉魚潭水庫,2013-04-23,91.48
德基水庫,2013-04-23,64.75
石岡壩,2013-04-23,54.75
霧社水庫,2013-04-23,50.51
日月潭水庫,2013-04-23,97.86
仁義潭水庫,2013-04-23,35.85
白河水庫,2013-04-23,22.57
烏山頭水庫,2013-04-23,40.52
曾文水庫,2013-04-23,16.59
南化水庫,2013-04-23,52.93
阿公店水庫,2013-04-23,49.34
牡丹水庫,2013-04-23,40.02
石門水庫,2013-04-22,64.8
新山水庫,2013-04-22,82.39
翡翠水庫,2013-04-22,87.02
寶山第二水庫,2013-04-22,98.93
永和山水庫,2013-04-22,94.99
明德水庫,2013-04-22,98.48
鯉魚潭水庫,2013-04-22,89.39
德基水庫,2013-04-22,65.05
石岡壩,2013-04-22,47.08
霧社水庫,2013-04-22,51.17
日月潭水庫,2013-04-22,98.29
仁義潭水庫,2013-04-22,36.2
白河水庫,2013-04-22,22.57
烏山頭水庫,2013-04-22,44.17
曾文水庫,2013-04-22,16.43
南化水庫,2013-04-22,52.51
阿公店水庫,2013-04-22,49.6
石門水庫,2013-08-13,85.45
新山水庫,2013-08-13,68.11
翡翠水庫,2013-08-13,68.04
寶山第二水庫,2013-08-13,80.38
永和山水庫,2013-08-13,91.04
明德水庫,2013-08-13,83.31
鯉魚潭水庫,2013-08-13,99.66
德基水庫,2013-08-13,79.07
石岡壩,2013-08-13,56.76
霧社水庫,2013-08-13,64.02
日月潭水庫,2013-08-13,97.02
仁義潭水庫,2013-08-13,98.56
白河水庫,2013-08-13,63.38
烏山頭水庫,2013-08-13,51.15
曾文水庫,2013-08-13,81.76
南化水庫,2013-08-13,83.34
阿公店水庫,2013-08-13,6.05
牡丹水庫,2013-08-13,74.78
石門水庫,2013-08-07,89.45
新山水庫,2013-08-07,74.54
翡翠水庫,2013-08-07,70.79
寶山第二水庫,2013-08-07,79.43
永和山水庫,2013-08-07,92.11
鯉魚潭水庫,2013-08-07,97.04
德基水庫,2013-08-07,80.48
石岡壩,2013-08-07,76.81
霧社水庫,2013-08-07,62.94
日月潭水庫,2013-08-07,96.4
仁義潭水庫,2013-08-07,99.15
白河水庫,2013-08-07,68.01
烏山頭水庫,2013-08-07,43.64
曾文水庫,2013-08-07,85.01
南化水庫,2013-08-07,84.5
阿公店水庫,2013-08-07,3.39
牡丹水庫,2013-08-07,74.74
石門水庫,2013-06-20,87.44
新山水庫,2013-06-20,82.41
翡翠水庫,2013-06-20,82.18
寶山第二水庫,2013-06-20,97.71
永和山水庫,2013-06-20,96.88
明德水庫,2013-06-20,94.83
鯉魚潭水庫,2013-06-20,100.0
德基水庫,2013-06-20,66.5
石岡壩,2013-06-20,22.28
霧社水庫,2013-06-20,41.76
日月潭水庫,2013-06-20,97.95
仁義潭水庫,2013-06-20,96.96
白河水庫,2013-06-20,83.21
烏山頭水庫,2013-06-20,72.65
曾文水庫,2013-06-20,51.68
南化水庫,2013-06-20,87.86
阿公店水庫,2013-06-20,6.98
牡丹水庫,2013-06-20,57.81
石門水庫,2013-06-08,91.45
新山水庫,2013-06-08,82.27
翡翠水庫,2013-06-08,85.42
寶山第二水庫,2013-06-08,97.34
永和山水庫,2013-06-08,96.82
明德水庫,2013-06-08,91.3
鯉魚潭水庫,2013-06-08,100.0
德基水庫,2013-06-08,78.21
石岡壩,2013-06-08,23.67
霧社水庫,2013-06-08,60.14
日月潭水庫,2013-06-08,96.09
仁義潭水庫,2013-06-08,93.75
白河水庫,2013-06-08,87.41
烏山頭水庫,2013-06-08,66.51
曾文水庫,2013-06-08,50.7
南化水庫,2013-06-08,94.61
阿公店水庫,2013-06-08,6.36
牡丹水庫,2013-06-08,50.48
石門水庫,2013-02-24,72.28
新山水庫,2013-02-24,81.7
翡翠水庫,2013-02-24,89.13
寶山第二水庫,2013-02-24,87.76
永和山水庫,2013-02-24,86.67
明德水庫,2013-02-24,90.75
鯉魚潭水庫,2013-02-24,77.81
德基水庫,2013-02-24,87.25
石岡壩,2013-02-24,33.17
霧社水庫,2013-02-24,31.96
日月潭水庫,2013-02-24,93.71
仁義潭水庫,2013-02-24,47.85
白河水庫,2013-02-24,21.42
烏山頭水庫,2013-02-24,78.71
曾文水庫,2013-02-24,30.63
南化水庫,2013-02-24,55.64
阿公店水庫,2013-02-24,62.65
牡丹水庫,2013-02-24,53.43
石門水庫,2013-11-06,97.41
新山水庫,2013-11-06,81.44
翡翠水庫,2013-11-06,92.56
寶山第二水庫,2013-11-06,99.0
永和山水庫,2013-11-06,95.54
明德水庫,2013-11-06,81.33
鯉魚潭水庫,2013-11-06,93.09
德基水庫,2013-11-06,97.73
石岡壩,2013-11-06,27.95
霧社水庫,2013-11-06,98.94
日月潭水庫,2013-11-06,100.0
仁義潭水庫,2013-11-06,73.77
白河水庫,2013-11-06,35.02
烏山頭水庫,2013-11-06,73.8
曾文水庫,2013-11-06,75.94
南化水庫,2013-11-06,87.19
牡丹水庫,2013-11-06,85.49
石門水庫,2013-02-18,78.75
新山水庫,2013-02-18,81.74
翡翠水庫,2013-02-18,89.08
寶山第二水庫,2013-02-18,91.26
永和山水庫,2013-02-18,89.85
明德水庫,2013-02-18,93.32
鯉魚潭水庫,2013-02-18,80.96
德基水庫,2013-02-18,90.61
石岡壩,2013-02-18,30.55
霧社水庫,2013-02-18,49.79
日月潭水庫,2013-02-18,94.2
仁義潭水庫,2013-02-18,49.69
白河水庫,2013-02-18,21.42
烏山頭水庫,2013-02-18,83.78
曾文水庫,2013-02-18,34.03
南化水庫,2013-02-18,58.28
阿公店水庫,2013-02-18,66.33
牡丹水庫,2013-02-18,54.72
石門水庫,2013-11-12,94.16
新山水庫,2013-11-12,82.27
翡翠水庫,2013-11-12,92.9
寶山第二水庫,2013-11-12,98.75
永和山水庫,2013-11-12,93.53
明德水庫,2013-11-12,78.86
鯉魚潭水庫,2013-11-12,90.78
德基水庫,2013-11-12,97.14
石岡壩,2013-11-12,29.87
霧社水庫,2013-11-12,98.32
日月潭水庫,2013-11-12,100.0
仁義潭水庫,2013-11-12,70.8
白河水庫,2013-11-12,35.02
烏山頭水庫,2013-11-12,71.3
曾文水庫,2013-11-12,74.72
南化水庫,2013-11-12,84.36
阿公店水庫,2013-11-12,64.11
牡丹水庫,2013-11-12,85.06
石門水庫,2013-11-04,97.7
新山水庫,2013-11-04,82.97
翡翠水庫,2013-11-04,91.81
寶山第二水庫,2013-11-04,98.78
永和山水庫,2013-11-04,96.15
明德水庫,2013-11-04,83.01
鯉魚潭水庫,2013-11-04,93.85
德基水庫,2013-11-04,97.7
石岡壩,2013-11-04,25.87
霧社水庫,2013-11-04,98.88
日月潭水庫,2013-11-04,100.0
仁義潭水庫,2013-11-04,74.68
白河水庫,2013-11-04,35.02
烏山頭水庫,2013-11-04,68.53
曾文水庫,2013-11-04,77.67
南化水庫,2013-11-04,88.24
牡丹水庫,2013-11-04,86.06
石門水庫,2013-11-10,95.73
新山水庫,2013-11-10,81.35
翡翠水庫,2013-11-10,93.03
寶山第二水庫,2013-11-10,98.95
永和山水庫,2013-11-10,94.2
明德水庫,2013-11-10,79.76
鯉魚潭水庫,2013-11-10,91.66
德基水庫,2013-11-10,96.54
石岡壩,2013-11-10,26.91
霧社水庫,2013-11-10,98.51
日月潭水庫,2013-11-10,100.0
仁義潭水庫,2013-11-10,71.79
白河水庫,2013-11-10,35.02
烏山頭水庫,2013-11-10,75.92
曾文水庫,2013-11-10,74.58
南化水庫,2013-11-10,85.31
牡丹水庫,2013-11-10,84.54
石門水庫,2013-02-26,70.12
新山水庫,2013-02-26,81.79
翡翠水庫,2013-02-26,89.52
寶山第二水庫,2013-02-26,86.36
永和山水庫,2013-02-26,85.52
明德水庫,2013-02-26,88.64
鯉魚潭水庫,2013-02-26,76.38
德基水庫,2013-02-26,86.21
石岡壩,2013-02-26,20.2
霧社水庫,2013-02-26,29.07
日月潭水庫,2013-02-26,93.95
仁義潭水庫,2013-02-26,47.24
白河水庫,2013-02-26,21.42
烏山頭水庫,2013-02-26,83.32
曾文水庫,2013-02-26,28.7
南化水庫,2013-02-26,54.8
阿公店水庫,2013-02-26,61.49
牡丹水庫,2013-02-26,52.99
石門水庫,2013-06-22,86.15
新山水庫,2013-06-22,82.54
翡翠水庫,2013-06-22,81.58
寶山第二水庫,2013-06-22,97.56
永和山水庫,2013-06-22,96.64
明德水庫,2013-06-22,97.96
鯉魚潭水庫,2013-06-22,100.0
德基水庫,2013-06-22,66.85
石岡壩,2013-06-22,24.64
霧社水庫,2013-06-22,37.55
日月潭水庫,2013-06-22,98.07
仁義潭水庫,2013-06-22,96.45
白河水庫,2013-06-22,80.31
烏山頭水庫,2013-06-22,71.08
曾文水庫,2013-06-22,51.85
南化水庫,2013-06-22,86.56
阿公店水庫,2013-06-22,6.9
牡丹水庫,2013-06-22,71.83
石門水庫,2013-08-11,86.42
新山水庫,2013-08-11,70.52
翡翠水庫,2013-08-11,68.88
寶山第二水庫,2013-08-11,79.54
永和山水庫,2013-08-11,91.75
明德水庫,2013-08-11,84.8
鯉魚潭水庫,2013-08-11,98.87
德基水庫,2013-08-11,79.62
石岡壩,2013-08-11,28.76
霧社水庫,2013-08-11,63.77
日月潭水庫,2013-08-11,96.71
仁義潭水庫,2013-08-11,98.82
白河水庫,2013-08-11,66.13
烏山頭水庫,2013-08-11,46.68
曾文水庫,2013-08-11,83.07
南化水庫,2013-08-11,82.91
牡丹水庫,2013-08-11,74.44
石門水庫,2013-08-05,90.2
新山水庫,2013-08-05,76.2
翡翠水庫,2013-08-05,71.59
寶山第二水庫,2013-08-05,81.13
永和山水庫,2013-08-05,92.11
明德水庫,2013-08-05,88.48
鯉魚潭水庫,2013-08-05,95.45
德基水庫,2013-08-05,81.42
石岡壩,2013-08-05,46.17
霧社水庫,2013-08-05,63.19
仁義潭水庫,2013-08-05,99.07
白河水庫,2013-08-05,72.64
烏山頭水庫,2013-08-05,44.4
曾文水庫,2013-08-05,86.1
南化水庫,2013-08-05,86.27
阿公店水庫,2013-08-05,2.78
牡丹水庫,2013-08-05,74.44
石門水庫,2013-04-08,48.75
新山水庫,2013-04-08,82.48
翡翠水庫,2013-04-08,81.45
寶山第二水庫,2013-04-08,83.57
永和山水庫,2013-04-08,77.35
明德水庫,2013-04-08,77.85
鯉魚潭水庫,2013-04-08,65.64
德基水庫,2013-04-08,69.07
石岡壩,2013-04-08,25.47
霧社水庫,2013-04-08,35.6
日月潭水庫,2013-04-08,91.19
仁義潭水庫,2013-04-08,39.03
白河水庫,2013-04-08,22.43
烏山頭水庫,2013-04-08,45.65
曾文水庫,2013-04-08,19.65
南化水庫,2013-04-08,47.08
阿公店水庫,2013-04-08,44.08
牡丹水庫,2013-04-08,43.97
石門水庫,2013-04-20,62.4
新山水庫,2013-04-20,82.3
翡翠水庫,2013-04-20,86.74
寶山第二水庫,2013-04-20,99.04
永和山水庫,2013-04-20,93.71
明德水庫,2013-04-20,96.87
鯉魚潭水庫,2013-04-20,86.95
德基水庫,2013-04-20,66.23
石岡壩,2013-04-20,54.15
霧社水庫,2013-04-20,53.45
日月潭水庫,2013-04-20,97.31
仁義潭水庫,2013-04-20,36.34
白河水庫,2013-04-20,22.57
烏山頭水庫,2013-04-20,48.31
曾文水庫,2013-04-20,16.03
南化水庫,2013-04-20,52.21
阿公店水庫,2013-04-20,47.78
牡丹水庫,2013-04-20,40.79
石門水庫,2013-04-21,63.77
新山水庫,2013-04-21,82.34
翡翠水庫,2013-04-21,86.89
寶山第二水庫,2013-04-21,98.94
永和山水庫,2013-04-21,94.5
明德水庫,2013-04-21,97.3
鯉魚潭水庫,2013-04-21,88.34
德基水庫,2013-04-21,65.49
石岡壩,2013-04-21,49.98
霧社水庫,2013-04-21,51.17
日月潭水庫,2013-04-21,97.86
仁義潭水庫,2013-04-21,36.41
白河水庫,2013-04-21,22.57
烏山頭水庫,2013-04-21,47.9
南化水庫,2013-04-21,52.1
阿公店水庫,2013-04-21,48.43
牡丹水庫,2013-04-21,40.52
石門水庫,2013-04-09,48.83
新山水庫,2013-04-09,82.43
翡翠水庫,2013-04-09,81.63
寶山第二水庫,2013-04-09,85.61
永和山水庫,2013-04-09,78.75
明德水庫,2013-04-09,78.64
鯉魚潭水庫,2013-04-09,66.95
德基水庫,2013-04-09,68.85
石岡壩,2013-04-09,25.89
霧社水庫,2013-04-09,36.04
日月潭水庫,2013-04-09,93.07
仁義潭水庫,2013-04-09,39.03
白河水庫,2013-04-09,22.43
烏山頭水庫,2013-04-09,44.86
曾文水庫,2013-04-09,19.83
南化水庫,2013-04-09,48.19
阿公店水庫,2013-04-09,43.7
牡丹水庫,2013-04-09,43.76
石門水庫,2013-08-04,90.44
新山水庫,2013-08-04,76.83
翡翠水庫,2013-08-04,72.0
寶山第二水庫,2013-08-04,81.95
明德水庫,2013-08-04,89.18
鯉魚潭水庫,2013-08-04,94.57
德基水庫,2013-08-04,81.42
石岡壩,2013-08-04,42.29
霧社水庫,2013-08-04,63.72
日月潭水庫,2013-08-04,95.66
仁義潭水庫,2013-08-04,99.07
白河水庫,2013-08-04,73.22
烏山頭水庫,2013-08-04,45.73
曾文水庫,2013-08-04,86.62
南化水庫,2013-08-04,87.09
阿公店水庫,2013-08-04,3.1
牡丹水庫,2013-08-04,74.13
石門水庫,2013-08-10,87.16
新山水庫,2013-08-10,71.58
翡翠水庫,2013-08-10,69.32
寶山第二水庫,2013-08-10,79.14
永和山水庫,2013-08-10,91.99
明德水庫,2013-08-10,85.58
鯉魚潭水庫,2013-08-10,98.72
德基水庫,2013-08-10,79.8
石岡壩,2013-08-10,35.75
